event_id,load_id,trip_id,event_type,facility_id,scheduled_datetime,actual_datetime,detention_minutes,on_time_flag,location_city,location_state
EVT00000349,LOAD00000175,TRIP00000175,Pickup,FAC00007,"2022-01-03 17:00:00.000000","2022-01-03 16:27:05.869979",0,True,"Kansas City",MO
EVT00000350,LOAD00000175,TRIP00000175,Delivery,FAC00030,"2022-01-04 01:45:05.869979","2022-01-04 05:06:14.747470",5,False,Indianapolis,IN
EVT00000351,LOAD00000176,TRIP00000176,Pickup,FAC00024,"2022-01-03 09:00:00.000000","2022-01-03 07:32:33.222954",52,True,Columbus,OH
EVT00000352,LOAD00000176,TRIP00000176,Delivery,FAC00030,"2022-01-03 15:26:33.222954","2022-01-03 14:10:28.343445",73,True,Philadelphia,PA
EVT00000353,LOAD00000177,TRIP00000177,Pickup,FAC00009,"2022-01-03 06:00:00.000000","2022-01-03 05:44:37.264400",103,True,Memphis,TN
EVT00000354,LOAD00000177,TRIP00000177,Delivery,FAC00026,"2022-01-03 20:38:37.264400","2022-01-03 20:26:26.340952",35,True,Minneapolis,MN
EVT00000355,LOAD00000178,TRIP00000178,Pickup,FAC00045,"2022-01-03 07:00:00.000000","2022-01-03 06:51:44.692784",48,True,Seattle,WA
EVT00000356,LOAD00000178,TRIP00000178,Delivery,FAC00026,"2022-01-04 17:33:44.692784","2022-01-04 18:31:22.636040",171,True,Indianapolis,IN
EVT00000357,LOAD00000179,TRIP00000179,Pickup,FAC00023,"2022-01-03 17:00:00.000000","2022-01-03 17:03:39.012935",43,True,"Las Vegas",NV
EVT00000358,LOAD00000179,TRIP00000179,Delivery,FAC00017,"2022-01-05 17:21:39.012935","2022-01-05 17:34:26.393936",199,True,"New York",NY
EVT00000359,LOAD00000180,TRIP00000180,Pickup,FAC00030,"2022-01-03 16:00:00.000000","2022-01-03 14:13:55.197410",60,True,Phoenix,AZ
EVT00000360,LOAD00000180,TRIP00000180,Delivery,FAC00040,"2022-01-04 02:19:55.197410","2022-01-04 03:49:30.697085",0,True,Denver,CO
EVT00000361,LOAD00000181,TRIP00000181,Pickup,FAC00009,"2022-01-03 09:00:00.000000","2022-01-03 12:09:18.980018",20,False,Phoenix,AZ
EVT00000362,LOAD00000181,TRIP00000181,Delivery,FAC00020,"2022-01-04 08:21:18.980018","2022-01-04 11:54:45.988137",173,False,"Kansas City",MO
EVT00000363,LOAD00000182,TRIP00000182,Pickup,FAC00027,"2022-01-03 17:00:00.000000","2022-01-03 15:44:33.036113",64,True,Chicago,IL
EVT00000364,LOAD00000182,TRIP00000182,Delivery,FAC00034,"2022-01-05 06:14:33.036113","2022-01-05 09:37:07.361763",146,False,"Los Angeles",CA
EVT00000365,LOAD00000183,TRIP00000183,Pickup,FAC00042,"2022-01-03 17:00:00.000000","2022-01-03 20:46:44.347499",128,False,Charlotte,NC
EVT00000366,LOAD00000183,TRIP00000183,Delivery,FAC00034,"2022-01-06 02:46:44.347499","2022-01-06 05:56:12.797339",0,False,Seattle,WA
EVT00000367,LOAD00000184,TRIP00000184,Pickup,FAC00004,"2022-01-03 06:00:00.000000","2022-01-03 07:39:36.182502",132,True,Columbus,OH
EVT00000368,LOAD00000184,TRIP00000184,Delivery,FAC00001,"2022-01-03 16:15:36.182502","2022-01-03 20:44:22.328788",120,False,Philadelphia,PA
EVT00000369,LOAD00000185,TRIP00000185,Pickup,FAC00021,"2022-01-03 08:00:00.000000","2022-01-03 07:35:11.868789",169,True,Philadelphia,PA
EVT00000370,LOAD00000185,TRIP00000185,Delivery,FAC00034,"2022-01-04 04:41:11.868789","2022-01-04 04:01:12.215713",197,True,Minneapolis,MN
EVT00000371,LOAD00000186,TRIP00000186,Pickup,FAC00033,"2022-01-03 12:00:00.000000","2022-01-03 14:58:43.215866",25,False,Charlotte,NC
EVT00000372,LOAD00000186,TRIP00000186,Delivery,FAC00003,"2022-01-05 13:34:43.215866","2022-01-05 12:08:47.899374",54,True,Portland,OR
EVT00000373,LOAD00000187,TRIP00000187,Pickup,FAC00047,"2022-01-03 11:00:00.000000","2022-01-03 14:47:05.916138",101,False,Chicago,IL
EVT00000374,LOAD00000187,TRIP00000187,Delivery,FAC00038,"2022-01-05 04:41:05.916138","2022-01-05 02:09:33.203473",26,False,Portland,OR
EVT00000375,LOAD00000188,TRIP00000188,Pickup,FAC00024,"2022-01-03 13:00:00.000000","2022-01-03 15:11:48.528076",90,False,Charlotte,NC
EVT00000376,LOAD00000188,TRIP00000188,Delivery,FAC00035,"2022-01-05 18:17:48.528076","2022-01-05 23:25:45.160376",104,False,Seattle,WA
EVT00000377,LOAD00000189,TRIP00000189,Pickup,FAC00019,"2022-01-03 07:00:00.000000","2022-01-03 10:59:28.831853",64,False,Minneapolis,MN
EVT00000378,LOAD00000189,TRIP00000189,Delivery,FAC00048,"2022-01-04 08:11:28.831853","2022-01-04 07:50:38.749693",232,True,Houston,TX
EVT00000379,LOAD00000190,TRIP00000190,Pickup,FAC00003,"2022-01-03 15:00:00.000000","2022-01-03 13:26:13.142864",58,True,Columbus,OH
EVT00000380,LOAD00000190,TRIP00000190,Delivery,FAC00029,"2022-01-03 22:44:13.142864","2022-01-03 19:53:51.805863",138,False,Philadelphia,PA
EVT00000381,LOAD00000191,TRIP00000191,Pickup,FAC00015,"2022-01-03 16:00:00.000000","2022-01-03 16:13:54.535787",13,True,Columbus,OH
EVT00000382,LOAD00000191,TRIP00000191,Delivery,FAC00046,"2022-01-04 04:55:54.535787","2022-01-04 05:36:29.889481",226,True,Minneapolis,MN
EVT00000383,LOAD00000192,TRIP00000192,Pickup,FAC00031,"2022-01-03 12:00:00.000000","2022-01-03 10:35:35.299606",110,True,Dallas,TX
EVT00000384,LOAD00000192,TRIP00000192,Delivery,FAC00003,"2022-01-04 11:23:35.299606","2022-01-04 10:49:10.091219",2,True,"New York",NY
EVT00000385,LOAD00000193,TRIP00000193,Pickup,FAC00050,"2022-01-03 18:00:00.000000","2022-01-03 16:05:37.615912",39,True,Columbus,OH
EVT00000386,LOAD00000193,TRIP00000193,Delivery,FAC00028,"2022-01-04 03:47:37.615912","2022-01-04 05:45:53.027895",235,True,Minneapolis,MN
EVT00000387,LOAD00000194,TRIP00000194,Pickup,FAC00039,"2022-01-03 12:00:00.000000","2022-01-03 14:19:17.508064",159,False,Phoenix,AZ
EVT00000388,LOAD00000194,TRIP00000194,Delivery,FAC00004,"2022-01-04 01:07:17.508064","2022-01-03 22:46:15.267591",1,False,Denver,CO
EVT00000389,LOAD00000195,TRIP00000195,Pickup,FAC00018,"2022-01-03 09:00:00.000000","2022-01-03 10:15:11.140838",0,True,"Las Vegas",NV
EVT00000390,LOAD00000195,TRIP00000195,Delivery,FAC00031,"2022-01-05 10:33:11.140838","2022-01-05 12:36:00.051537",0,False,"New York",NY
EVT00000391,LOAD00000196,TRIP00000196,Pickup,FAC00040,"2022-01-03 11:00:00.000000","2022-01-03 14:17:11.661795",0,False,Minneapolis,MN
EVT00000392,LOAD00000196,TRIP00000196,Delivery,FAC00016,"2022-01-04 20:29:11.661795","2022-01-05 00:10:47.119983",192,False,"Los Angeles",CA
EVT00000393,LOAD00000197,TRIP00000197,Pickup,FAC00044,"2022-01-03 12:00:00.000000","2022-01-03 11:38:37.681848",134,True,Columbus,OH
EVT00000394,LOAD00000197,TRIP00000197,Delivery,FAC00036,"2022-01-05 09:38:37.681848","2022-01-05 13:20:15.003717",231,False,Portland,OR
EVT00000395,LOAD00000198,TRIP00000198,Pickup,FAC00006,"2022-01-03 12:00:00.000000","2022-01-03 12:17:15.025929",167,True,Miami,FL
EVT00000396,LOAD00000198,TRIP00000198,Delivery,FAC00023,"2022-01-04 14:53:15.025929","2022-01-04 17:43:17.966691",196,False,Dallas,TX
EVT00000397,LOAD00000199,TRIP00000199,Pickup,FAC00030,"2022-01-03 11:00:00.000000","2022-01-03 09:43:03.499366",119,True,Phoenix,AZ
EVT00000398,LOAD00000199,TRIP00000199,Delivery,FAC00044,"2022-01-03 21:43:03.499366","2022-01-03 20:33:00.785905",86,True,Denver,CO
EVT00000399,LOAD00000200,TRIP00000200,Pickup,FAC00002,"2022-01-03 11:00:00.000000","2022-01-03 14:26:44.231341",117,False,"Las Vegas",NV
EVT00000400,LOAD00000200,TRIP00000200,Delivery,FAC00006,"2022-01-04 10:50:44.231341","2022-01-04 09:40:41.800399",58,True,Dallas,TX
EVT00000401,LOAD00000201,TRIP00000201,Pickup,FAC00005,"2022-01-03 09:00:00.000000","2022-01-03 08:31:15.013391",70,True,"Las Vegas",NV
EVT00000402,LOAD00000201,TRIP00000201,Delivery,FAC00035,"2022-01-04 05:13:15.013391","2022-01-04 04:38:17.646036",51,True,Dallas,TX
EVT00000403,LOAD00000202,TRIP00000202,Pickup,FAC00042,"2022-01-03 08:00:00.000000","2022-01-03 07:22:42.227584",66,True,Atlanta,GA
EVT00000404,LOAD00000202,TRIP00000202,Delivery,FAC00017,"2022-01-03 20:46:42.227584","2022-01-03 21:29:49.124384",226,True,Miami,FL
EVT00000405,LOAD00000203,TRIP00000203,Pickup,FAC00005,"2022-01-03 15:00:00.000000","2022-01-03 15:42:55.684440",0,True,Denver,CO
EVT00000406,LOAD00000203,TRIP00000203,Delivery,FAC00006,"2022-01-04 03:24:55.684440","2022-01-04 07:12:26.000048",149,False,"Kansas City",MO
EVT00000407,LOAD00000204,TRIP00000204,Pickup,FAC00019,"2022-01-03 17:00:00.000000","2022-01-03 20:19:37.746586",54,False,Charlotte,NC
EVT00000408,LOAD00000204,TRIP00000204,Delivery,FAC00029,"2022-01-05 19:01:37.746586","2022-01-05 17:05:45.116929",10,True,Seattle,WA
EVT00000409,LOAD00000205,TRIP00000205,Pickup,FAC00034,"2022-01-03 07:00:00.000000","2022-01-03 08:15:14.323656",0,True,Minneapolis,MN
EVT00000410,LOAD00000205,TRIP00000205,Delivery,FAC00004,"2022-01-04 01:57:14.323656","2022-01-03 23:22:31.356404",8,False,Atlanta,GA
EVT00000411,LOAD00000206,TRIP00000206,Pickup,FAC00041,"2022-01-03 12:00:00.000000","2022-01-03 13:15:32.137869",101,True,Denver,CO
EVT00000412,LOAD00000206,TRIP00000206,Delivery,FAC00001,"2022-01-04 01:03:32.137869","2022-01-04 01:46:49.698009",121,True,"Kansas City",MO
EVT00000413,LOAD00000207,TRIP00000207,Pickup,FAC00027,"2022-01-03 06:00:00.000000","2022-01-03 08:04:44.930052",52,False,Philadelphia,PA
EVT00000414,LOAD00000207,TRIP00000207,Delivery,FAC00032,"2022-01-04 02:58:44.930052","2022-01-04 00:46:20.832536",238,False,Minneapolis,MN
EVT00000415,LOAD00000208,TRIP00000208,Pickup,FAC00007,"2022-01-03 16:00:00.000000","2022-01-03 15:02:06.992506",171,True,Portland,OR
EVT00000416,LOAD00000208,TRIP00000208,Delivery,FAC00044,"2022-01-05 08:56:06.992506","2022-01-05 13:50:27.346256",118,False,Columbus,OH
EVT00000417,LOAD00000209,TRIP00000209,Pickup,FAC00025,"2022-01-03 13:00:00.000000","2022-01-03 14:16:06.909093",0,True,Chicago,IL
EVT00000418,LOAD00000209,TRIP00000209,Delivery,FAC00007,"2022-01-04 22:04:06.909093","2022-01-04 22:31:00.976088",74,True,"Los Angeles",CA
EVT00000419,LOAD00000210,TRIP00000210,Pickup,FAC00029,"2022-01-03 10:00:00.000000","2022-01-03 10:54:44.720591",29,True,Phoenix,AZ
EVT00000420,LOAD00000210,TRIP00000210,Delivery,FAC00021,"2022-01-03 21:48:44.720591","2022-01-04 02:17:45.083277",73,False,Denver,CO
EVT00000421,LOAD00000211,TRIP00000211,Pickup,FAC00035,"2022-01-03 18:00:00.000000","2022-01-03 18:49:39.065082",3,True,Charlotte,NC
EVT00000422,LOAD00000211,TRIP00000211,Delivery,FAC00016,"2022-01-05 00:01:39.065082","2022-01-05 01:20:03.963427",143,True,Denver,CO
EVT00000423,LOAD00000212,TRIP00000212,Pickup,FAC00040,"2022-01-03 17:00:00.000000","2022-01-03 15:32:24.780653",89,True,Minneapolis,MN
EVT00000424,LOAD00000212,TRIP00000212,Delivery,FAC00028,"2022-01-05 00:44:24.780653","2022-01-05 05:51:30.859156",89,False,"Los Angeles",CA
EVT00000425,LOAD00000213,TRIP00000213,Pickup,FAC00040,"2022-01-03 14:00:00.000000","2022-01-03 12:41:20.658434",154,True,"Kansas City",MO
EVT00000426,LOAD00000213,TRIP00000213,Delivery,FAC00012,"2022-01-04 22:23:20.658434","2022-01-05 01:34:57.177970",29,False,Portland,OR
EVT00000427,LOAD00000214,TRIP00000214,Pickup,FAC00042,"2022-01-03 14:00:00.000000","2022-01-03 17:17:45.941488",51,False,Miami,FL
EVT00000428,LOAD00000214,TRIP00000214,Delivery,FAC00038,"2022-01-04 17:11:45.941488","2022-01-04 18:35:52.549559",129,True,Dallas,TX
EVT00000429,LOAD00000215,TRIP00000215,Pickup,FAC00034,"2022-01-03 10:00:00.000000","2022-01-03 09:21:01.451447",58,True,Chicago,IL
EVT00000430,LOAD00000215,TRIP00000215,Delivery,FAC00035,"2022-01-03 21:09:01.451447","2022-01-03 23:07:04.274097",215,True,Charlotte,NC
EVT00000431,LOAD00000216,TRIP00000216,Pickup,FAC00007,"2022-01-03 16:00:00.000000","2022-01-03 19:09:42.128232",50,False,Columbus,OH
EVT00000432,LOAD00000216,TRIP00000216,Delivery,FAC00021,"2022-01-04 02:57:42.128232","2022-01-04 04:42:12.070018",107,True,Philadelphia,PA
EVT00000433,LOAD00000217,TRIP00000217,Pickup,FAC00007,"2022-01-03 16:00:00.000000","2022-01-03 14:23:51.696213",155,True,Minneapolis,MN
EVT00000434,LOAD00000217,TRIP00000217,Delivery,FAC00020,"2022-01-04 10:17:51.696213","2022-01-04 08:33:56.453456",156,True,Atlanta,GA
EVT00000435,LOAD00000218,TRIP00000218,Pickup,FAC00050,"2022-01-03 17:00:00.000000","2022-01-03 15:00:19.461738",65,True,Houston,TX
EVT00000436,LOAD00000218,TRIP00000218,Delivery,FAC00045,"2022-01-05 05:54:19.461738","2022-01-05 04:47:53.378217",197,True,Seattle,WA
EVT00000437,LOAD00000219,TRIP00000219,Pickup,FAC00023,"2022-01-03 13:00:00.000000","2022-01-03 13:21:13.501033",100,True,"Las Vegas",NV
EVT00000438,LOAD00000219,TRIP00000219,Delivery,FAC00006,"2022-01-04 14:03:13.501033","2022-01-04 12:13:18.158331",139,True,"Kansas City",MO
EVT00000439,LOAD00000220,TRIP00000220,Pickup,FAC00034,"2022-01-03 06:00:00.000000","2022-01-03 06:41:24.221084",124,True,Chicago,IL
EVT00000440,LOAD00000220,TRIP00000220,Delivery,FAC00021,"2022-01-03 18:47:24.221084","2022-01-04 00:28:43.167965",0,False,Charlotte,NC
EVT00000441,LOAD00000221,TRIP00000221,Pickup,FAC00034,"2022-01-04 14:00:00.000000","2022-01-04 14:04:30.813751",57,True,Minneapolis,MN
EVT00000442,LOAD00000221,TRIP00000221,Delivery,FAC00045,"2022-01-05 07:04:30.813751","2022-01-05 08:23:01.015917",134,True,Atlanta,GA
EVT00000443,LOAD00000222,TRIP00000222,Pickup,FAC00026,"2022-01-04 15:00:00.000000","2022-01-04 14:29:14.390138",6,True,Seattle,WA
EVT00000444,LOAD00000222,TRIP00000222,Delivery,FAC00002,"2022-01-06 08:53:14.390138","2022-01-06 09:33:01.068989",22,True,Houston,TX
EVT00000445,LOAD00000223,TRIP00000223,Pickup,FAC00004,"2022-01-04 15:00:00.000000","2022-01-04 14:36:40.625444",133,True,Miami,FL
EVT00000446,LOAD00000223,TRIP00000223,Delivery,FAC00011,"2022-01-06 18:18:40.625444","2022-01-06 22:17:21.307638",104,False,Seattle,WA
EVT00000447,LOAD00000224,TRIP00000224,Pickup,FAC00004,"2022-01-04 14:00:00.000000","2022-01-04 13:39:04.637146",155,True,Denver,CO
EVT00000448,LOAD00000224,TRIP00000224,Delivery,FAC00004,"2022-01-05 02:21:04.637146","2022-01-05 06:28:43.771878",84,False,"Kansas City",MO
EVT00000449,LOAD00000225,TRIP00000225,Pickup,FAC00044,"2022-01-04 15:00:00.000000","2022-01-04 16:20:56.379260",106,True,Minneapolis,MN
EVT00000450,LOAD00000225,TRIP00000225,Delivery,FAC00007,"2022-01-05 10:32:56.379260","2022-01-05 11:52:44.233666",7,True,Atlanta,GA
EVT00000451,LOAD00000226,TRIP00000226,Pickup,FAC00027,"2022-01-04 13:00:00.000000","2022-01-04 15:07:26.646728",161,False,Memphis,TN
EVT00000452,LOAD00000226,TRIP00000226,Delivery,FAC00040,"2022-01-05 22:49:26.646728","2022-01-06 04:22:47.757430",109,False,"Los Angeles",CA
EVT00000453,LOAD00000227,TRIP00000227,Pickup,FAC00006,"2022-01-04 18:00:00.000000","2022-01-04 19:52:32.204114",51,True,Minneapolis,MN
EVT00000454,LOAD00000227,TRIP00000227,Delivery,FAC00034,"2022-01-05 13:40:32.204114","2022-01-05 14:53:05.471147",77,True,Atlanta,GA
EVT00000455,LOAD00000228,TRIP00000228,Pickup,FAC00020,"2022-01-04 09:00:00.000000","2022-01-04 11:25:38.784338",154,False,"Kansas City",MO
EVT00000456,LOAD00000228,TRIP00000228,Delivery,FAC00001,"2022-01-05 15:25:38.784338","2022-01-05 20:55:44.854778",189,False,"Los Angeles",CA
EVT00000457,LOAD00000229,TRIP00000229,Pickup,FAC00048,"2022-01-04 07:00:00.000000","2022-01-04 05:22:37.106757",106,True,Phoenix,AZ
EVT00000458,LOAD00000229,TRIP00000229,Delivery,FAC00004,"2022-01-05 06:52:37.106757","2022-01-05 07:02:20.848489",50,True,"Kansas City",MO
EVT00000459,LOAD00000230,TRIP00000230,Pickup,FAC00029,"2022-01-04 15:00:00.000000","2022-01-04 18:37:07.753066",110,False,Atlanta,GA
EVT00000460,LOAD00000230,TRIP00000230,Delivery,FAC00011,"2022-01-05 05:31:07.753066","2022-01-05 03:34:54.476438",59,True,Miami,FL
EVT00000461,LOAD00000231,TRIP00000231,Pickup,FAC00043,"2022-01-04 07:00:00.000000","2022-01-04 10:15:46.661326",165,False,Portland,OR
EVT00000462,LOAD00000231,TRIP00000231,Delivery,FAC00029,"2022-01-04 13:27:46.661326","2022-01-04 13:10:05.253432",75,True,Seattle,WA
EVT00000463,LOAD00000232,TRIP00000232,Pickup,FAC00042,"2022-01-04 10:00:00.000000","2022-01-04 11:17:52.240216",118,True,Houston,TX
EVT00000464,LOAD00000232,TRIP00000232,Delivery,FAC00048,"2022-01-05 20:23:52.240216","2022-01-05 19:04:48.343876",30,True,Portland,OR
EVT00000465,LOAD00000233,TRIP00000233,Pickup,FAC00035,"2022-01-04 08:00:00.000000","2022-01-04 07:47:26.236719",50,True,Minneapolis,MN
EVT00000466,LOAD00000233,TRIP00000233,Delivery,FAC00022,"2022-01-05 02:11:26.236719","2022-01-05 02:24:05.266373",81,True,Atlanta,GA
EVT00000467,LOAD00000234,TRIP00000234,Pickup,FAC00008,"2022-01-04 14:00:00.000000","2022-01-04 17:07:39.528666",93,False,Denver,CO
EVT00000468,LOAD00000234,TRIP00000234,Delivery,FAC00017,"2022-01-05 05:31:39.528666","2022-01-05 07:52:45.561727",0,False,"Kansas City",MO
EVT00000469,LOAD00000235,TRIP00000235,Pickup,FAC00013,"2022-01-04 17:00:00.000000","2022-01-04 17:10:11.135814",46,True,Philadelphia,PA
EVT00000470,LOAD00000235,TRIP00000235,Delivery,FAC00031,"2022-01-04 18:46:11.135814","2022-01-04 23:51:37.896401",60,False,"New York",NY
EVT00000471,LOAD00000236,TRIP00000236,Pickup,FAC00032,"2022-01-04 14:00:00.000000","2022-01-04 12:03:16.291786",96,True,Philadelphia,PA
EVT00000472,LOAD00000236,TRIP00000236,Delivery,FAC00037,"2022-01-05 11:27:16.291786","2022-01-05 14:07:05.700859",20,False,Minneapolis,MN
EVT00000473,LOAD00000237,TRIP00000237,Pickup,FAC00033,"2022-01-04 16:00:00.000000","2022-01-04 18:53:49.254338",79,False,Dallas,TX
EVT00000474,LOAD00000237,TRIP00000237,Delivery,FAC00033,"2022-01-05 20:47:49.254338","2022-01-05 23:03:33.113552",97,False,"New York",NY
EVT00000475,LOAD00000238,TRIP00000238,Pickup,FAC00028,"2022-01-04 15:00:00.000000","2022-01-04 14:20:52.921883",131,True,Dallas,TX
EVT00000476,LOAD00000238,TRIP00000238,Delivery,FAC00012,"2022-01-05 05:02:52.921883","2022-01-05 11:01:47.340896",70,False,Indianapolis,IN
EVT00000477,LOAD00000239,TRIP00000239,Pickup,FAC00017,"2022-01-04 06:00:00.000000","2022-01-04 07:49:12.967594",139,True,Seattle,WA
EVT00000478,LOAD00000239,TRIP00000239,Delivery,FAC00044,"2022-01-05 21:31:12.967594","2022-01-06 02:37:46.419696",181,False,Indianapolis,IN
EVT00000479,LOAD00000240,TRIP00000240,Pickup,FAC00017,"2022-01-04 07:00:00.000000","2022-01-04 10:52:14.127788",0,False,Seattle,WA
EVT00000480,LOAD00000240,TRIP00000240,Delivery,FAC00015,"2022-01-06 04:10:14.127788","2022-01-06 09:19:46.338780",181,False,Houston,TX
EVT00000481,LOAD00000241,TRIP00000241,Pickup,FAC00002,"2022-01-04 08:00:00.000000","2022-01-04 09:33:39.455759",6,True,Chicago,IL
EVT00000482,LOAD00000241,TRIP00000241,Delivery,FAC00010,"2022-01-04 20:09:39.455759","2022-01-04 19:20:41.707186",98,True,Charlotte,NC
EVT00000483,LOAD00000242,TRIP00000242,Pickup,FAC00005,"2022-01-04 15:00:00.000000","2022-01-04 15:57:36.106195",61,True,Philadelphia,PA
EVT00000484,LOAD00000242,TRIP00000242,Delivery,FAC00009,"2022-01-05 11:27:36.106195","2022-01-05 10:36:46.731835",72,True,Minneapolis,MN
EVT00000485,LOAD00000243,TRIP00000243,Pickup,FAC00046,"2022-01-04 09:00:00.000000","2022-01-04 12:06:26.765548",39,False,Chicago,IL
EVT00000486,LOAD00000243,TRIP00000243,Delivery,FAC00029,"2022-01-04 22:54:26.765548","2022-01-04 20:08:04.168481",14,False,Charlotte,NC
EVT00000487,LOAD00000244,TRIP00000244,Pickup,FAC00011,"2022-01-04 09:00:00.000000","2022-01-04 07:01:11.107511",1,True,Dallas,TX
EVT00000488,LOAD00000244,TRIP00000244,Delivery,FAC00012,"2022-01-04 20:13:11.107511","2022-01-05 01:22:00.599891",0,False,Denver,CO
EVT00000489,LOAD00000245,TRIP00000245,Pickup,FAC00041,"2022-01-04 07:00:00.000000","2022-01-04 09:14:50.985823",52,False,Seattle,WA
EVT00000490,LOAD00000245,TRIP00000245,Delivery,FAC00017,"2022-01-06 03:32:50.985823","2022-01-06 03:03:04.475607",6,True,Indianapolis,IN
EVT00000491,LOAD00000246,TRIP00000246,Pickup,FAC00046,"2022-01-04 17:00:00.000000","2022-01-04 19:14:44.405241",157,False,Seattle,WA
EVT00000492,LOAD00000246,TRIP00000246,Delivery,FAC00009,"2022-01-06 08:02:44.405241","2022-01-06 07:54:19.157660",35,True,Houston,TX
EVT00000493,LOAD00000247,TRIP00000247,Pickup,FAC00044,"2022-01-04 11:00:00.000000","2022-01-04 14:32:56.873911",137,False,Miami,FL
EVT00000494,LOAD00000247,TRIP00000247,Delivery,FAC00011,"2022-01-05 13:44:56.873911","2022-01-05 11:53:08.149881",191,True,Philadelphia,PA
EVT00000495,LOAD00000248,TRIP00000248,Pickup,FAC00044,"2022-01-04 08:00:00.000000","2022-01-04 08:19:05.541951",81,True,Memphis,TN
EVT00000496,LOAD00000248,TRIP00000248,Delivery,FAC00023,"2022-01-04 21:55:05.541951","2022-01-05 02:13:28.913216",130,False,Minneapolis,MN
EVT00000497,LOAD00000249,TRIP00000249,Pickup,FAC00050,"2022-01-04 07:00:00.000000","2022-01-04 05:27:26.697026",179,True,Columbus,OH
EVT00000498,LOAD00000249,TRIP00000249,Delivery,FAC00037,"2022-01-05 20:57:26.697026","2022-01-06 02:21:52.928545",172,False,"Los Angeles",CA
EVT00000499,LOAD00000250,TRIP00000250,Pickup,FAC00027,"2022-01-04 07:00:00.000000","2022-01-04 07:45:38.167339",29,True,"New York",NY
EVT00000500,LOAD00000250,TRIP00000250,Delivery,FAC00002,"2022-01-04 17:27:38.167339","2022-01-04 17:25:41.850672",65,True,Columbus,OH
EVT00000501,LOAD00000251,TRIP00000251,Pickup,FAC00004,"2022-01-04 17:00:00.000000","2022-01-04 16:36:27.750386",0,True,"Kansas City",MO
EVT00000502,LOAD00000251,TRIP00000251,Delivery,FAC00014,"2022-01-05 17:18:27.750386","2022-01-05 17:11:36.861010",215,True,Miami,FL
EVT00000503,LOAD00000252,TRIP00000252,Pickup,FAC00014,"2022-01-04 06:00:00.000000","2022-01-04 08:02:13.840556",136,False,Philadelphia,PA
EVT00000504,LOAD00000252,TRIP00000252,Delivery,FAC00022,"2022-01-06 09:56:13.840556","2022-01-06 07:44:19.892267",152,False,Seattle,WA
EVT00000505,LOAD00000253,TRIP00000253,Pickup,FAC00014,"2022-01-04 06:00:00.000000","2022-01-04 09:50:18.644205",95,False,Charlotte,NC
EVT00000506,LOAD00000253,TRIP00000253,Delivery,FAC00011,"2022-01-06 08:26:18.644205","2022-01-06 09:21:49.939711",65,True,Seattle,WA
EVT00000507,LOAD00000254,TRIP00000254,Pickup,FAC00012,"2022-01-04 14:00:00.000000","2022-01-04 17:49:37.724180",117,False,Dallas,TX
EVT00000508,LOAD00000254,TRIP00000254,Delivery,FAC00031,"2022-01-05 08:13:37.724180","2022-01-05 13:24:20.382114",151,False,Indianapolis,IN
EVT00000509,LOAD00000255,TRIP00000255,Pickup,FAC00049,"2022-01-04 12:00:00.000000","2022-01-04 14:07:47.587616",56,False,"Kansas City",MO
EVT00000510,LOAD00000255,TRIP00000255,Delivery,FAC00009,"2022-01-05 05:07:47.587616","2022-01-05 02:17:56.799245",3,False,Charlotte,NC
EVT00000511,LOAD00000256,TRIP00000256,Pickup,FAC00024,"2022-01-04 17:00:00.000000","2022-01-04 17:40:55.509077",102,True,Denver,CO
EVT00000512,LOAD00000256,TRIP00000256,Delivery,FAC00030,"2022-01-05 06:10:55.509077","2022-01-05 09:07:44.740750",147,False,"Kansas City",MO
EVT00000513,LOAD00000257,TRIP00000257,Pickup,FAC00004,"2022-01-04 16:00:00.000000","2022-01-04 14:55:33.222738",17,True,Philadelphia,PA
EVT00000514,LOAD00000257,TRIP00000257,Delivery,FAC00034,"2022-01-05 02:25:33.222738","2022-01-05 06:42:50.214230",72,False,Indianapolis,IN
EVT00000515,LOAD00000258,TRIP00000258,Pickup,FAC00040,"2022-01-04 14:00:00.000000","2022-01-04 17:06:37.649014",159,False,Dallas,TX
EVT00000516,LOAD00000258,TRIP00000258,Delivery,FAC00033,"2022-01-06 00:24:37.649014","2022-01-06 03:06:49.316576",158,False,"New York",NY
EVT00000517,LOAD00000259,TRIP00000259,Pickup,FAC00023,"2022-01-04 09:00:00.000000","2022-01-04 09:54:40.408735",60,True,Memphis,TN
EVT00000518,LOAD00000259,TRIP00000259,Delivery,FAC00036,"2022-01-05 00:48:40.408735","2022-01-05 00:31:31.725742",113,True,Minneapolis,MN
EVT00000519,LOAD00000260,TRIP00000260,Pickup,FAC00023,"2022-01-04 06:00:00.000000","2022-01-04 07:58:17.075758",14,True,Houston,TX
EVT00000520,LOAD00000260,TRIP00000260,Delivery,FAC00012,"2022-01-04 17:16:17.075758","2022-01-04 20:59:10.478014",78,False,Memphis,TN
EVT00000521,LOAD00000261,TRIP00000261,Pickup,FAC00048,"2022-01-04 11:00:00.000000","2022-01-04 13:56:35.105230",24,False,Portland,OR
EVT00000522,LOAD00000261,TRIP00000261,Delivery,FAC00041,"2022-01-06 01:38:35.105230","2022-01-06 02:57:36.304737",198,True,Detroit,MI
